High,Low,Open,Close,Volume,Adj Close
7.934770107269287,7.804470062255859,7.859039783477783,7.85821008682251,5178610.0,7.85821008682251
7.899109840393066,7.520569801330566,7.855690002441406,7.876589775085449,8502620.0,7.876589775085449
7.932859897613525,7.719480037689209,7.860519886016846,7.865320205688477,5890020.0,7.865320205688477
7.869430065155029,7.625189781188965,7.869430065155029,7.643819808959961,5894760.0,7.643819808959961
7.7459001541137695,7.571599960327148,7.6336798667907715,7.660039901733398,6313550.0,7.660039901733398
7.943600177764893,7.662859916687012,7.663660049438477,7.914400100708008,9393550.0,7.914400100708008
7.90585994720459,7.501709938049316,7.899040222167969,7.585000038146973,16376700.0,7.585000038146973
7.691740036010742,7.161139965057373,7.5769500732421875,7.166150093078613,19613100.0,7.166150093078613
7.405429840087891,7.1524200439453125,7.1524200439453125,7.265769958496094,7626020.0,7.265769958496094
7.341660022735596,7.13886022567749,7.26485013961792,7.175079822540283,8671840.0,7.175079822540283
7.33381986618042,7.047510147094727,7.1321001052856445,7.274089813232422,5836810.0,7.274089813232422
7.322579860687256,7.090469837188721,7.276370048522949,7.170820236206055,8778610.0,7.170820236206055
7.624060153961182,7.082250118255615,7.148950099945068,7.520110130310059,17453300.0,7.520110130310059
8.527409553527832,7.539130210876465,7.539130210876465,8.284159660339355,27543800.0,8.284159660339355
8.466090202331543,8.054679870605469,8.28987979888916,8.159979820251465,13909900.0,8.159979820251465
8.158559799194336,7.909379959106445,8.15114974975586,7.969099998474121,9066800.0,7.969099998474121
8.471229553222656,7.982309818267822,7.982309818267822,8.17257022857666,14731700.0,8.17257022857666
8.43632984161377,8.054409980773926,8.170869827270508,8.378510475158691,14579600.0,8.378510475158691
9.996800422668457,8.317170143127441,8.374580383300781,9.725250244140625,33625200.0,9.725250244140625
11.276399612426758,9.559809684753418,9.70928955078125,11.25160026550293,41051200.0,11.25160026550293
11.890899658203125,9.402680397033691,11.286800384521484,10.254400253295898,41557400.0,10.254400253295898
10.629199981689453,9.627289772033691,10.285799980163574,10.25469970703125,29471800.0,10.25469970703125
10.280400276184082,9.58584976196289,10.240900039672852,9.86719036102295,23153600.0,9.86719036102295
10.394800186157227,9.828900337219238,9.872579574584961,10.289799690246582,16676600.0,10.289799690246582
10.78380012512207,10.13659954071045,10.313799858093262,10.325599670410156,25718300.0,10.325599670410156
10.689800262451172,10.289799690246582,10.369500160217285,10.549599647521973,10879700.0,10.549599647521973
10.663900375366211,9.45680046081543,10.541500091552734,9.71776008605957,26823500.0,9.71776008605957
10.083999633789062,9.175580024719238,9.721389770507812,9.861330032348633,30453800.0,9.861330032348633
9.853819847106934,9.51438045501709,9.82721996307373,9.769499778747559,25066600.0,9.769499778747559
9.890839576721191,9.44398021697998,9.786450386047363,9.646659851074219,20085800.0,9.646659851074219
9.99962043762207,9.597410202026367,9.82919979095459,9.90425968170166,14837900.0,9.90425968170166
9.925919532775879,9.583569526672363,9.883529663085938,9.636500358581543,14937400.0,9.636500358581543
10.610400199890137,9.5446195602417,9.639619827270508,10.302300453186035,18391900.0,10.302300453186035
10.516799926757812,9.935290336608887,10.29640007019043,10.227800369262695,10788200.0,10.227800369262695
10.444000244140625,10.178899765014648,10.240500450134277,10.397199630737305,8347550.0,10.397199630737305
10.762700080871582,10.352100372314453,10.386799812316895,10.600600242614746,10992800.0,10.600600242614746
10.977800369262695,10.579999923706055,10.595499992370605,10.909199714660645,11937600.0,10.909199714660645
10.971799850463867,10.576299667358398,10.910099983215332,10.703200340270996,8678620.0,10.703200340270996
10.84469985961914,10.668999671936035,10.70989990234375,10.820799827575684,7267210.0,10.820799827575684
10.772299766540527,10.57129955291748,10.727899551391602,10.632499694824219,8327330.0,10.632499694824219
10.618499755859375,10.484000205993652,10.618499755859375,10.570500373840332,6751450.0,10.570500373840332
10.667699813842773,10.513500213623047,10.56719970703125,10.589099884033203,8465020.0,10.589099884033203
